,ID,text,labels
5762,1338887978790227968t,"     Nah , hard pass . You get it . YOU will be protected . Leave the rest of us alone .",none
6402,1293301922041077763t,Yeah I ’ m not taking a rushed vaccine until we see how many people it kills . I am fine staying in my house away from people #RussianVaccine,rushed
9250,1337260949133201409t," I don't want it . Pfizer is an animal - abusing , evil company .",pharma
2035,1334073101743624192t,"Has any pharma company or government taken the responsibility of liability , in case healthy people fall sick or get adverse effects ? #CovidVaccine #Pfizervaccine",pharma side-effect
7471,1335073859591090176t,""" Curious "" commercial links between Bill Gates , Pfizer and the UK health regulator that just fast - tracked approval in record time for , erm , Pfizer's new "" vaccine "" #PCRTestPandemic #CronyVirus #Pfizer  ",pharma rushed
5156,1373012840563478538t,"Boris Johnson just said 100k deaths covid .. have a guess how many deaths there were in 2019 .. shit loads more than last and this year #WhatALoadOfOldBollocks , there in it for the money #Vaccine",political
8928,1352745869855092736t,  confirms the Pfizer vaccine contains cell lines from an aborted feotus and chimpanzee adenovirus vectors . Can't wait can you .,ingredients
6679,1344687867927392257t,The vaccines are killers - don't take them . The Russian one has had no ill effects .,side-effect
1754,1326067289746190336t, Does it make it safe when some of the trialees developed Covid 19 when they were free of the virus . It does all appear to be very rushed - still Pfizer's share price rose dramatically on the release of the news & that's all that matters to Big Pharma PROFITS .,pharma
532,1364624415745585152t," If you've had a #covid19 ' vaccine ' ( 2doses ) , you are as ' protected ' as you can be , from a virus with a + 99 % survival rate . 0.00005 % risk to children and 0.1 % risk to those healthy ~ 65y . o . To insist healthy ' unvaccinated ' people should face restrictions is abhorrent . #NoVaxports",mandatory unnecessary
5,1433186539970965504t,"“ New Zealand reported its first recorded death linked to the Pfizer / BioNTech COVID - 19 vaccine , the health ministry said on Monday , after a woman suffered a rare heart muscle inflammation side effect . ” ⁦  ⁩ #novaccinepassportanywhere ",side-effect
2097,1301691293005950976t," if one batch fails , people will absolutely not trust a second to keep them safe . most americans already don't think a covid vaccine at this stage is safe . i think we all know who REALLY wants one developed by , conveniently , november .",side-effect
5244,1265697838358396928t,"Ugh - No thank you ! 🚫 🤮 A volunteer in a key coronavirus vaccine trial has revealed that it left him the sickest he has ever been in his life Moderna coronavirus vaccine tester fainted , had high fever during trial ",side-effect
9233,1441995935114989568t,"   Or a nurse who'd been working throughout the pandemic , had Covid herself last year and hence has strong immunity Still , under pressure from management , she got a first Moderna dose , & had a very bad reaction You think she should lose her career if she doesn't submit to dose 2 ?",side-effect
8795,1332838263049105409t,"  This situation is different ... Previously they railled against vaccines with extensive histories and documentation of side effects and untoward effects over decades ... The COVID - 19 vaccines will have no such history , and are the product of new , proprietary technologies .. #concern",rushed
7759,1365622734051569669t,"  There is the law and there is personal choice . I don't wear a mask , within the law and I chose not to have the vaccine . Others choose differently . I think mask wearing is misguided and I think the evidence supports my view .",none
2603,1382269833891311617t,Sky News :  VACCINES don't work ! ! ... Don't take my word for it ... Boris Johnson said they aren't working yesterday & he only tells us what SAGE ... NERVTAG & SPY - B have told him to say ! ! 🏴 󠁧 󠁢 󠁥 󠁮 󠁧 󠁿 🇬 🇧,ineffective
1952,1400895364912271366t,"Sent from an Android phone that David did not NEED , but which involved slave labor in getting raw materials & which was partially made in China funding Chinese forced abortions . He needs this phone less than a COVID vaccine & cooperates in evil more by using it .",pharma
6137,1392386870382927874t,#FordNation's critics ( * cough * Liberals ) are blaming the provincial government for halting #AstraZeneca vaccine rollout in the province So they want to continue using a vaccine that causes #bloodclots 🙄 #Ontario is the only province to halt the use of this inferior vaccine,political side-effect
7383,1303102943747551233t," nobody wants ur backdoor russian vaccine , but pls u take it first ...",country
1471,1321736123668987907t,"The flu vaccine is a failed vaccine , useless at best , that discredits vaccines in general . The situation created by the #COVID19 pandemic does not change the recommendation not to use it . ",ineffective
7902,1319969276195897347t," Sure looks like the move of someone who plans on staying for more than 3 months & lighting the whole gov ’ t up if anyone stands in his way . Hell , he told the states to plan for some bogus vaccine to be rolled out this week . Is he gonna fire anyone who refuses to approve it early ?",ineffective political rushed
3051,1367723568012943360t,"A fanatical leftist and a hysterical Covid whackodoodle Scott Aaronson lays bedridden , because of something related to Covid . But it's not a virus , it's the 2nd dose of the Moderna mRNA vaccine  I agree with his Zen comments that QM needs no interpretation .",side-effect
9395,1409563733597339654t,live : Sen . Ron Johnson speaks at news conference on adverse reactions to vaccine Must watch ! Victims tell their stories and prove vaccine is making them sick Benefits are not worth the risk       ,side-effect
8615,1372394492456808448t," "" Health Canada is warning individuals with allergies to any of the ingredients in Pfizer COVID - 19 vaccine to not receive the shot . "" This includes any vaccine , any medicines prescribed or OTC & or food . The chart is limited doesn't correspond to what Health Canada has stated .",ingredients side-effect
5147,1327446953312088064t,If 70 some odd million people can be brainwashed to believe that Trump is a racist Russian asset then 70 some odd million will be brainwashed to believe they will need a vaccine ! Wake up we are already in a #CivilWar we better fight back b4 it ’ s 2 late ! ! #Lockdown2,unnecessary
9487,1293168835554500608t,#RussianVaccine It's not even a vaccine proper trails ain't even done they used it to boost immunity don't know why people are saying they have got a vaccine even coronil of Patanjali was a immunity booster not a vaccine,rushed
6206,1336983441762439168t,"#CovidVaccine we do not want any vaccine.why gov is adment.its not vaccine , it's poision to kill human and humanity .",political side-effect
4221,1334651684908314633t,"   Sorry to disappoint you , but the ‘ Oxford ’ vaccine has also been ‘ genetically created ’ .",ingredients
2729,1370833375745998849t," Who the hell is not hugging their children even with no vaccine ? Uh , no one . This sounds crazy as hell to me . I will be glad when the day comes that Fauci is no longer asked to opine on COVID . He is a terrible spokesperson . Flip flopper and distributer of conflicting information .",political
1999,1355218003533692932t,   They are not announcing all the adverse reactions or deaths caused by the so called “ vaccine ” 🙁 🤬,side-effect
7574,1344057921773182976t,   My recommendation is just wait . Make a decision based on the data . If you are going to get a vaccine I wouldn't get an mRNA one we have no long - term safety data for that type of vaccine . Novavax looks safer based on parliamentary phase 2 data . Phase 3 trial just started .,ingredients rushed
2609,1353351225836773377t,Parents that sign their kids up to be Guinea pigs for big Pharma . 😢 🤢 Pfizer says its Covid vaccine trial for kids ages 12 to 15 is fully enrolled ,rushed
7245,1346029104550785024t,      Not denying covid but if infections soar every time we come out of lock down we have to find another way . Was told a vaccine was the answer . We've got 2 and we're in a worst position now .,ineffective
3255,1327908582403280896t," You obviously do not see it as a problem , fine . Agree to disagree . Do you think you could help research the placebo used in the Pfizer mRNA vaccine , please ? That would really help . TIA .",ingredients
2929,1354673628206555138t, Looking at the reactions to this vaccine people may start getting their affairs in order if they are taking it,side-effect
5480,1337308046293311488t," Mothers need to wake up quickly . From UK government website regarding Pfizer vaccine . "" Unknown impact on human milk and fertility . "" ",side-effect
3439,1336846141707624448t, Hope everyone is aware that Pfizer does not know if this vaccine will make you Infertile PFIZER'S own documents ,side-effect
5770,1432189379280211973t,Search Results from the #VAERS Database 57y ♂ ️ #Pfizer #Covidvaccine #VaccineDeaths #TransplantRejection after 3rd dose ,side-effect
1838,1342112911410556931t,"Agreed ! As reports surfaced Wednesday of yet another healthcare worker who suffered a severe allergic reaction to #Pfizer ’ s #COVID #vaccine , it ’ s time the #FDA and #Fauci explain what they plan to do about it . #TheDefender ",side-effect
7744,1377326932023504899t,#Pfizer says #vaccine was 100 % effective on 12 - 15year olds U kno what else was pretty much 100 % children gettin covid . This is ridiculous . Forcin a experimental vax on every 1 that only helps with symptoms not the spread . This is a violation of #NurembergCode n #HumanRights ,rushed
3268,1377373832319619075t,"Beyond infuriating . And that people think that this okay , so disturbing . If vaccinated and I am ” forced ” to carry a vaccine passport ( PAPERS PLEASE ... rings in my mind ) . Giving up the mask ...",mandatory
4932,1347617892523642880t,"Healthy Miami Doctor Dies Two Weeks After Receiving Pfizer Covid Vaccine He died from a stroke Sunday morning after suddenly developing a rare autoimmune illness that causes the body to destroy its own platelets , the tiny fragments that help blood to clot ",side-effect
3062,1333153451098816513t,people potentially being paid $ 1500 to take the covid vaccine . Pfizer testing on navaho indians . One had his chest opened in hospital and his heart had crystalised . TANK Live from Albany New York .  via ,side-effect
2998,1333072026991378434t,   I don ’ t think people should take the Covid vaccine . It would be so unfair to all the people who have already died .,none
6273,1336334058813411333t,"Governments across the globe are about to turn every man , woman and child into a eugenics experiment , the likes of which Mengele and Hitler would envy . Birth control pills , MAiD , and abortions didn't cut it . Do NOT take the vaccine at any cost . #PfizerVaccine #CovidVaccine",conspiracy
5712,1338586498535481345t,Y ’ all not getting anywhere close to me w that COVID vaccine,none
55,1255076278430044160t, If they make a vaccine mandatory people will then there ’ s ulterior motive,mandatory
8768,1341821887798775809t,#TiffanyPontesDover has been assassinated by #Pfizer Weapon of the crime ? The Covid vaccine . #TiffanyDover #PfizerBioNTech #Pfizervaccine #PfizerCovidVaccine #Murderers #USA #Alabama #Higdon #Trump #Biden,side-effect
1448,1402732028928331784t,  And he's fine it again in 2021 . He gave our most vulnerable citizens in care homes a vaccine that hasn't been tested in anyone over 64 & that had a 30 % lower efficacy than one available a month earlier . He knew AZ was only 10 % effective against SA variant .,ineffective rushed
4640,1367130265051680769t,"Someone please explain to me how anyone is going to do "" COVID vaccine certificates "" or "" COVID passports "" or whatever the fuck when some people : a ) can't or won't get vaccinated ; b ) will be vaccinated with unregistered vaccines ( e . g . , Sputnik in the EU ) . This is just absurd .",mandatory
5447,1330830757632282624t,"Regarding the Pfizer Vaccine , why are they so eager to get approval for its use ahead of the other ones coming available . Can we trust this lot of incompetents in our govt , not to let it defrost then freeze it up again , probably rendering it useless or possibly dangerous to use ?",rushed side-effect
1866,1333345519138115586t,   Not with a vaccine rushed through in a few months ! Not a hope in hell I'll be putting it into my body !,rushed
4024,1371488017567858691t," To get the vaccine that doesn't actually prevent you from getting Covid . No thanks , but please everyone else get vaccinated so we can stop wearing masks !",ineffective
5846,1337261373278052354t,  Reality is this isn't a cure all it stops is you dying from the worst case senario ... you will still get the virus and can still transmit it ... but the 95 % will make Pfizer fucking rich ... whilst your body 99.8 % survival rate .,ineffective
5487,1364498885918490625t," Nobody should be ' testing children ' for #covid unless very ill . They have 0.00005 % risk from it . Concentrate on getting vulnerable & high risk ' vaccinated ' ( 2Doses ) so they have protection from exposure . + 99.9999 % of children will recover & build natural immunity . No masks , no SD",unnecessary
3029,1334504781096873993t, The vaccine is not safe yet . Johnson is gambling with our health . Wake up . ,side-effect
4340,1327381724842614789t,Pfizer's COVID - 19 vaccine effectiveness is less than our natural survival rate without a vaccine .           ,ineffective
2626,1385727960515104768t,#WorldNews #Astrazeneca #Covid Norway : Risk of Dying From AstraZeneca Higher Than of COVID - 19  via ,side-effect
8139,1400648641681838084t,"#tendendo #Coronavirus Mum , 43 , ' died with blood clots ' four days after having AstraZeneca Covid jab - Daily Record ",side-effect
1932,1418734943547523077t,Death rates skyrocket in Israel following Pfizer experimental COVID “ vaccines ” ,side-effect
8174,1326641796408029194t,"Cynthia McKinney PhD  After inspecting the Pfizer patent , this is what a physician sent to me : "" Genetic vaccine , either RNA or DNA directly injected into body cells or via a monkey adenovirus vector is highly disputable . autoimmune disease , genomic mutations ,",ingredients side-effect
9716,1071017964994850816t,"  Why ? This "" vaccine "" is dangerous . My daughter fell ill after one dose and that was it for us . Don't be bought by these greedy drug companies from America where it's all about profit not health .",pharma side-effect
7208,1320057882004623361t, Lol it ’ s just massive testing and super sensitive PCR tests probably picking up pieces of virus put into the flu vaccine . Stop asymptotic testing . False positives running rampant . This is all planned . Shameful .,conspiracy
6271,1361038049556140034t," 😕 I'm confused : 💉 WITH the vaccine , we're still required to socially distance , wear masks , isolate , as we could still spread Covid . 🙊 HOW is a ' vaccine passport ' a solution when even having the vaccine doesn't "" keep you safe "" ? 🤡 Why do people not see through all this ?",ineffective mandatory
956,1368056400325337088t," "" Bear in mind if you get the vaccine you can still get Covid , you can still carry it in your nose "" ... Then what is the freaking point of getting the vaccine ? Vaccines are supposed to keep you from getting a disease . Why are more people not talking about this ?",ineffective
8135,1346499199228116992t,"Vaccine Death ! Portugal Father Wants ANSWERS ! Portuguese health worker , 41 , dies two days after getting Pfizer jab  via ",side-effect
7780,1375462313021435905t,The primary side effect of being vaccinated is the need to tell everyone I'm vaccinated,side-effect
7970,1291005931371687936t,"  "" The cure can't be worse then the cause "" Pfizer ? Good luck .",side-effect
2163,1255279586063126531t,   Seems like a lot accepted the vaccine ... A lot more than rejected even ... Stanford was so wrong it shouldn't have even been leaked .,none
2501,1285176864806445057t,"Would put money on results of Oxford vaccine trials being "" didn't stop people getting infected but those that did get infected didn't get so ill . "" + Oxford / AstraZeneca downplaying the fact that it will have tested it almost entirely in age groups that don't get so ill .",ineffective
2045,1356528053208367104t,Wonder if the BBC will be reporting on this today ? If a 19 year - old was in ICU due to Covid you can bet they would be . 👇 19 - year - old hospitalized in ICU days after getting second Pfizer vaccine - The Jerusalem Post ,side-effect
3055,1328092432219725831t,Some reasons not to rush out and have this Pfizer vaccine ... worth a read . ,rushed
7616,1292809665999302661t," ❤ ️ Nothing is more powerful than an idea whose time has come . Sweden defeated Covid by using natural medicine : Adaptive & Innate Immunity . Take vitamin C hourly , Sauna , zinc . Schools & jobs OPEN . Proving vaccines are unnecessary .",unnecessary
3859,1257226988248580097t,"Most people don't realize that the chance that there ever will be a vaccine against Covid 19 is at best 50 / 50 . Saying we can't return to normal without a vaccine therefore means a 50 / 50 chance of permanent eternal martial law , the definite end of civil rights . Eternal communism .",ineffective
6295,1432777842761342981t,      Eh that's nonsense mrna has been used loads . You're referring to a SARS vaccine trial which wasn't mrna and didn't kill the animals . You don't even know the nonsense you're repeating No they are not better off doing that by a huge margin . No there are not lots of s / e,none
990,1429944466463358979t,Romania : Only 25 % of the population is vaccinated and Covid cases and deaths are plummeting . The Romanian government sold 700000 of the Covid shots to Ireland and 1.1 - million doses of Pfizer to Denmark . Bulgaria also has low vaccination rates and aims to sell off - ,side-effect
1418,1325855144660054016t,Eh hem ion give a fuh what Pfizer got . i ain't taking a vaccine for a virus that has a 99.8 percent survival rate Periot,unnecessary
574,1343154217951895556t,To suggest that our most vulnerable citizens should be given the least effective vaccine is completely unacceptable . The Astra Zeneca Oxford vaccine is just 62 % effective & should never be considered suitable for those with the highest chance of hospitalisation & death .,ineffective
4869,1334709768343093248t,Indian #Covid19 Vaccine In Questions After Volunteer's Doctor Blames Vaccine For Neuro Disorder #COVIDー19 #coronavirus #oxfordvaccine #seruminstitute #VaccineSafety #vaccine #India #CoronavirusVaccine ,side-effect
9313,1335055653774241792t, Please clarify your statement or your point better . I thought about getting that vaccine instead of Pfizer ’ s vaccine . Now I feel suspicious knowing Gates is involved .,political
9186,1374081443517886466t,"   There may be a false alarm effect . The innate immune system is managing the virus and the vaccine interferes . In sum , vaccines should not be administered to a population already exposed .",unnecessary
1142,1306619972152627202t," Trump followed , and is following , the advice of Fauci and Birx . If he's been incompetent and dishonest , they are the reason . Both have stated , publicly , that he has followed their advice and never ignored their advice . 99.85 % survivability rate for COVID - 19 . No vaccine needed",pharma unnecessary
6312,1330714849257644032t, Tell me Sir .. .. Why would you be willing to distribute A vaccine by Bill Gates ' company Moderna ? ... He has nano chip technology in these vaccines and he has stated he wants to eradicate 6 billion people ... Just wondering God Bless you Sir !,conspiracy ingredients
5291,1395935666974777346t," via  See the Comments for snapshot of understandable fear of the AstraZeneca vaccine . Try offering compensation for complications of AZ vaccination , you still wont get takers !",side-effect
5181,1353795101349335043t,"Reading through this thread , do the people planning these vaccinations not have grandparents ? Do they no know any disabled people ? Nationwide , our vaccination plans are a huge mess and not getting any better . It's a disaster .",none
5887,1356013214870470658t,  And that would be exactly why kids aren't eligible to get the vaccine over here . They haven't run trials .,rushed
5940,1328399362095923203t, Doctors killed people with aids / hiv etc . medicine ... And they written corona death First media create fear to get TRP ... Then Bill Gates company create fake corona vaccine to get huge money ...,pharma
4863,1248679429292916738t,"We still don't have a vaccine for AIDS after nearly 30 years but let's watch Bill Gates conjure up a "" vaccine "" for COVID - 19 overnight .",rushed
3184,1419889746994556931t,But if you ’ re fully vaccinated why would that matter ? You have complete immunity ... right ? Like you trust  and #Fauci ... right ? You trust the science ... right ? You ’ re completely safe #Pfizer has convinced everyone their #vaccine has 98 % efficacy ... right ? You are golden 🤷 ‍ ♀ ️ ,ineffective
9517,1337738566366007296t,"  Yes it's good . I do have concerns about the efficacy of the AstraZeneca vaccine though , if it gets rolled out . The Pfizer vaccine seems to have high efficacy whereas the Oxford / AsrtaZeneca vaccine has a very wide range of confidence levels . Good article in the Telegraph today .",ineffective
8219,1342608966812114945t,   the shingles vaccine has a worse adverse event rate than pfizer ’ s . Also getting sick for a day or 2 at worse beets dying on a ventilator in a dark room without the ability to see your family .,side-effect
4826,1364869217145810945t,"Johnson & Johnson single - shot covid vaccine passed by the FDA as "" safe and effective "" ? Is this another 60 - 40 = GO ? - "" and run fast ! Don't let perfect be the enemy of good ""   The #Mesh inured have boycotted their products for years ! #FDNH 🤬 ",ineffective
1321,1337122666357137408t, Yes . Is it true that the Pfizer / BioNtech covid 19 mRNA vax will not prevent acquiring or transmitting the virus ? That even if it does after 3 - 6 months we would have to have another one anyway . To get our rights to shop and work ? And we'll still have to distance and mask up ? #True,ineffective
3167,1332042579735687168t, It's time to rage and against the Corrupt Vaccines and Expose the Origin of Covid 19 !  ,conspiracy
2661,1338654611410980864t,"The fucking CEO of Pfizer said out of his own mouth , "" I haven't taken the vaccine because I don't want to cut in line . "" Nigga what ? ? ?",pharma
1098,1395451938842554369t,"  Yet the Indian variant is killing people in the USA who have been vaccinated with Pfizer - . Your idea of success is , if one Atom bombs explodes and 50 don't that is success 300 cardiac deaths from vaccine - in 3 cases they were as young as age 12 . Pfizer Deaths maybe over 80000",side-effect
4032,1428178033093996549t,"“ When the vaccines first came out , they were good for life . Then they were good for a year or two . I could see the writing on the wall . I could see dollar signs in the eyes of that guy who runs Pfizer ! The guy who announced , day after the election , that he had the vaccine . ” DJT",ineffective pharma
4584,1322287681955508224t," WTF . "" ... J & J paused trials of its vaccine earlier this month after a subject became ill "" . Claimed it was unrelated . More results not excuses ! "" .. couldn't release more information because of patient confidentiality "" BS I don't want patient names , just more proof its unrelated .",side-effect
2583,1374311465725923328t," This not about keeping Canadians safe , it is about how long you make them wait for their second shot so that they do not benefit from the full vaccine . Keep count on what happens past the allowable three weeks . Stop this insanity ! Who is on the ethics committee ?",ineffective
4257,1246683802941997056t,      And u have the likes of  wanting to trial vaccines in Africa & leave / ignore home where  is hard - hit by over 300K cases & over 80K deaths from this Covid - 19 . U wonder what's his real motives 🤦 r ? Pls  as fe Chair of  refuse 👇 ,conspiracy pharma
209,1364135862456496130t,"  Sadly , me too . A nation of scientifically illiterate , bedwetters , happy to accept fudged figures & draconian restrictions on our freedoms for a virus with + 99 % recovery rate , desperate to swap a natural immunity for a corporate "" vaccine "" product in return for ' normal ' . $ $ $",pharma
8160,1364937350594322434t," I ’ ve had Covid recently . Not only do I not need the vaccine , the advice is not to have it for 3 - 6 months after recovery . Do I now get ostracised for achieving immunity ?",unnecessary
8949,1368721752763871242t,"  You mean the vaccinations that don't actually provide immunity to Covid ? They're high - powered cold meds . I hate to tell you , but many , many , many people aren't getting the voodoo vaccine . Keep wearing your mask and stay inside your house forever .",ineffective
2950,1303682009366052864t,There's way too many players in the vaccine race . That shit is like playing Russian roulette picking a winner . ( where's the insider trading ) LMFAOOOOO,none
7871,1255839471112728576t,"They are planning to use Nigerians as lab rat . Why force a vaccine that hasn't been tested on us , vaccine we don't know it effect . Why make a law . Has the vaccine been tested in the country of its origin ? #StoptheNCDCBill",mandatory rushed
247,1263919171554983939t,CATASTROPHE : 20 % of Human Test Subjects Severely Injured from Gates - Fauci Coronavirus Vaccine by Moderna - Fort Russ Give it to themselves please and get back to us ! ,side-effect
6545,1340261399755251713t, If Pfizer is so brilliant then why are they free from ANY liability that may come from adverse reactions or permanent damage from the vaccine ? Vitamins D levels of 40 ng / ml is a more natural way to boost your immune system and ward off ANY virus !,side-effect
3869,1336690474762035201t," So this Pfizer vaccine has already caused 2 to get annaphalactic shock and 4 others to get bells palsy and they are going to make people take it , no thanks .",side-effect
5386,1287921640509243397t,"  It ’ s a positive step but it hasn ’ t yet been proven to actually kill the virus . We ’ re a long way from a vaccine that ’ s safe , effective and available to all . Slow down and let them do their work without your “ help ” .",side-effect
9388,1405881099792752649t,SINGAPORE ( DAN ) SEEMS TO FIND OUT NOW ! SCANDALIZED CCPVirus SINOVAB VACCINE ' Significant ' problems linked to Sinovac vaccine in other countries : MOH official  via ,side-effect
4510,1261332825791438853t,  Are we seriously going to trust the ultimate snake oil salesman and carnival barker to bring us a safe and effective vaccine ? No thanks . I'll wait for the Oxford vaccine .,ineffective side-effect
478,1339269119917568000t," Neither the regulatory agencies nor the manufacturers claim the vaccines will deliver “ immunity ” from covid so your question is mute . Even if they do deliver immunity , what other unintended commands might synthetic mRNA deliver to proteins ? We ’ ll find out over the next few years .",ineffective
7113,1365077876203155457t,  Can someone also remind her the vaccine doesn ’ t stop transmission or spreading of said virus please,ineffective
6389,1370957080237121537t,"There ’ s a rumor out there that Marvin Hagler ’ s death was connected to a Covid vaccine . We need to make sure we know the facts b4 we jump to conclusions , but after what was rumored w / Hank Aaron , that ’ s scary . Not an anti - vaxxer , but version 1.0 is one I woudn ’ t be in a hurry for",side-effect
9516,1325800846882443266t,   Vaccine won't make the slightest difference to the millions of people who clear the virus easily and remain asymptomatic ( or very mild ) . What will happen to those who's immune systems attack their own bodies when triggered by exposure to virus ? Vunerable people still uncertain .,side-effect unnecessary
7030,1406786047338369025t, 50 % more people have died from the AZ vaccine in Australia than covid in 2021 Australia should always have set age for AstraZeneca at 60 + or 65 + . You all put money before the health and safety of millions of Australians . The evidence was there and you chose to ignore it,side-effect
7465,1376303491942060035t,"Im still tryin to figure out why they tryin to force these vaccines down mfs veins like there aint new variants and shit out , get all that shit under control then talk about a vaccine you feel me ?",mandatory
3792,1364132351194750980t," Still not sure about vaccines and transmission , can't eradicate COVID 19 , not sure how long immunity lasts after vaccines . Only small - ish number has been vaccinated with half a dose . Complex issues around vaccines and they are not a silver bullet . Lets see what happens .",ineffective
4814,1318940139566075905t,  I'm not anti vax but don't want nano particles of aluminium in my blood stream . We don't want diphtheria and polio back either . So what's the solution ? Having mumps reduces chances of ovarian cancer because it activates the same immune pathway . Vax doesn't do that .,ingredients
6066,1364699786289553412t,"A total of 2812 patients have reported side effects which occurred soon after vaccination . Nearly 95 percent of these reports were from people given the vaccine from Pfizer / BioNTech , the first vaccine approved for use in Europe .",side-effect
3621,1300299081777123328t,   If you trust any health institution after covid ... I have some swamp land in Washington DC for sale . HCQ has been around for 60 years and the FDA is now discrediting it . Really ? Don't you find that a little strange ? Maybe the people running the FDA stand to make $ $ $ on a vaccine ?,political
6185,1354874637692370961t,  If the threat was real and significant and the vaccine was safe and effective then surely healthcare workers wouldn't require any encouragement ! 🤷 ‍ ♂ ️,side-effect unnecessary
4859,1374388497922990084t, And there you go ... it will only infect the unvaccinated ... even though the ‘ vaccine ’ doesn ’ t stop you from getting it ... Mmmmm sounds a bit ‘ Nazi ’ to me,ineffective
3180,1415783127998341127t,"#VAERS 40y ♀ ️ #Covid in April and #Breastcancer after 2nd #Moderna #CovidVaccine 💉 ( received in January ) "" Diagnostic Lab Data : Developed a lump under her arm pit 3 weeks following vaccine . Tests resulted in Cancer dx and started chemo in March 2021 "" ",side-effect
5833,1293379404538818561t,"so galit na galit ang lahat sa dengvaxia pero excited sa russian covid - 19 vaccine ? they skipped the 3rd phase just so they could say they developed the 1st vaccine . wake up , ginagawa tayong lab rats .",country rushed
7198,1379454257552887810t,Italy : Two More Teachers DEAD After AstraZeneca COVID Shot . 55 - year - old Augusta Turiaco and 46 - year - old Cinzia Pennino both died shortly after taking the AstraZeneca experimental COVID shot ,side-effect
4392,1346566733025435653t," No , they've been trying to find the vaccine for HIV for over 40 years dololo now it's like what 2 years and there's vaccine for COVID 19 Remember how westerns used vaccines to colonize African , stay woke",conspiracy rushed
4452,1255878616765743110t," So ... what this tells me is ... DS aim is to make SURE everyone has either : 1 ) antibodies due to CV infection 2 ) eventual vaccine Which means that they want to MAKE SURE everyone has CV one way or another . That doesn't sound nefarious , at all .",mandatory
3549,1262056644172754950t, HOW MUCH MONEY did your Dad receive from Pfizer to change his mind on vaccines ? WHY do our leaders LIE ? LIES LIES and MORE LIES . Sellouts ! ,political
6441,1334099048912068608t," Let ’ s get our facts straight first : 🔸 A few months testing on 43000 , half of which had placebo is NOT adequate . Chat to ex head of Pfizer  about that 🔸 mRNA vaccines ATTACH to your DNA 🔸 Bill Gates PLANS to introduce chips soon hence patent . 🔸 #COVID19 is BS",conspiracy ingredients rushed
5997,1364546640774856705t,"I'm down to get the covid vaccine .. But I'm telling you RIGHT now , I will NOT get the Johnson & Johnson one . Not after they knowingly poisoned women for years with talc powder .",pharma
6713,1333228808544120833t," bitAngryBuddha  You missed one thing ... the virus spread because of the soldiers getting vaccinated ! It was KILLING them , and then it was covered up and later given to the public after they stopped giving them to them , which in turn killed them too .",conspiracy side-effect
2179,1256100521829531650t," The Oxford "" med "" you're referring to is actually a vaccine . Yes , it appears effective in the monkeys . That doesn't mean it'll be effective in humans . Of all vaccines that make it past animal testing most do not get approved . And best case scenario is it'll be a yr before ready",ineffective rushed
6610,1353533607189602304t, This is so that Pfizer can sell them a ‘ new improved vaccine ’ in six months or a year ’ s time . A captive herd of pincushion customers and a bottomless govt . money pit .,rushed
1676,1303481969813188609t,.  So the Oxford / AstraZeneca #vaccine trial was temporarily suspended due an adverse effect .. “ hold was placed on trial out of “ an abundance of caution . ” This is why we do phase 3 trials to completion . EUA ? No thx #COVID19 ,rushed side-effect
8690,1347872014032384002t,"REASONS TO INJECT COVID - 19 VACCINE 5 . EXPERIMENTAL RNA The Moderna vaccine , pushed by Dr . Anthony Fauci , and financed by Bill Gates , used an experimental mRNA technology that claimed to allow rapid deployment without the usual pre - clinical and animal studies . #vaccine #COVID19",rushed
4589,1328377861938548743t,  He does . Bill gates expected a 22 × return on his vaccine investment ( CNBC ) fauci works for him and moderna ,pharma
416,1330984928704655362t," From what I heard , there are no plans to give the vaccine to children , firstly they are unlikely to suffer from covid , and secondly the vaccines have not been tested for their suitability for children . That ’ s what they said about the Pfizer one so I assume it ’ s all of them",rushed unnecessary
2102,1316364747974029324t,who the FUCK made Johnson and Johnson responsible for the Covid vaccine ? ? ? Did we forget that the baby powders they make gave people cancer ? ? ?,pharma
7048,1356592806039535617t," There is no hope for a vaccine . Nothing coming now and it won't work if it does come . It is Lockdowns Forever , or take your chances with Covid . Lockdowns are no life at all . My choice it to take my chances . Bring it on !",ineffective
1203,1333006410523828232t,     we get no thank you but I want to observe the vaccine for a while especially the Pfizer one I read it can cause cancer and liver failure I have already had covid maybe I am still immune,side-effect
723,1346177233791062017t,"  This doesn't mean that eventually the Bharat Biotech vaccine won't be proven to be effective , but this approval is politically tainted IMHO and only undermines the credibility of the vaccine . They should have either released more data or waited a couple of months .",political rushed
6340,1251577003532341250t,My daughter's college work ( to become a midwife ) has been tossed aside ; my husband is self employed & has lost his business . Mad bad dangerous Prof Ferguson is going to make MILLIONS out of Covid vaccine - this is absolutely stunning that Brits have become so compliant . Why ? Fear,pharma
1859,1371533452038782978t,"Three countries in Europe announced today that they are halting the distribution of the AstraZeneca Covid vaccine , as reports of deaths following the vaccines surfaced . #coronavirus | #COVID19 | #Covid_19 ",side-effect
660,1285588169958625281t," F &  ! And ppl buy these lies . They should be sued ! They are not safe , 50 % had adverse reactions . Can ’ t wait until someone digs up that truth . Moderna ’ s Cause hospital visits in more than half",side-effect
3032,1380910268461555712t,"Georgia becomes third state to shut down Johnson & Johnson vaccine site after adverse reactions • People "" reacting "" isn't the same thing as side - effects . I don't think there's anything wrong with the vaccine . #CovidVaccine #COVID19 ",side-effect
